split,class,image_id,label,lesion_hue_deg,lesion_sat,lesion_val,lesion_frac_of_image,leaf_frac_of_image,lesion_frac_of_leaf,mask_frac_on_margin,mask_frac_on_paper,n_components,median_component_px,n_arms,n_arms_wrong,n_pair_confused,C1_pred,C2_pred,C4_pred,R0_pred,R1_pred,R2_pred,R3_pred,TLA_pred,p_colour_global_mean,p_colour_lesion_colour,p_colour_lesion_all
test,Brown Blight,Brown Blight/brown_blight_00014.jpg,0,40.34,0.4747,0.4682,0.0281,0.33586,0.08319,0.166,0.0057,33,16.0,8,6,6,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Brown Blight,Tea algal leaf spot,Tea algal leaf spot,Brown Blight,Tea algal leaf spot,0.5594,0.5115,0.8213
test,Brown Blight,Brown Blight/brown_blight_00019.jpg,0,38.57,0.528,0.4229,0.03928,0.16592,0.2352,0.2547,0.0066,38,14.5,8,2,2,Tea algal leaf spot,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Tea algal leaf spot,0.512,0.5073,0.7872
test,Brown Blight,Brown Blight/brown_blight_00032.jpg,0,34.49,0.4722,0.388,0.05044,0.17805,0.28184,0.2465,0.0051,26,24.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.5566,0.4898,0.1834
test,Brown Blight,Brown Blight/brown_blight_00040.jpg,0,33.66,0.5645,0.3668,0.03452,0.21967,0.15687,0.1351,0.0017,18,11.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.5517,0.4893,0.0162
test,Brown Blight,Brown Blight/brown_blight_00041.jpg,0,31.86,0.4278,0.4982,0.10495,0.3116,0.3363,0.1128,0.0015,49,14.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.5807,0.4853,0.0252
test,Brown Blight,Brown Blight/brown_blight_00054.jpg,0,36.54,0.4833,0.3425,0.01881,0.13361,0.13887,0.3443,0.0138,21,12.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.5051,0.4953,0.304
test,Brown Blight,Brown Blight/brown_blight_00072.jpg,0,42.35,0.3706,0.5559,0.11037,0.80313,0.13698,0.2365,0.0033,34,10.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.4702,0.5181,0.6676
test,Brown Blight,Brown Blight/brown_blight_00090.jpg,0,37.13,0.4311,0.3937,0.06294,0.99677,0.0629,0.1596,0.0038,67,8.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.4597,0.4979,0.4003
test,Brown Blight,Brown Blight/brown_blight_00096.jpg,0,33.34,0.4232,0.2901,0.04596,0.3228,0.14219,0.1657,0.0013,60,9.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.4509,0.4826,0.1234
test,Brown Blight,Brown Blight/brown_blight_00097.jpg,0,33.29,0.4254,0.2882,0.04873,0.32155,0.15142,0.1652,0.0008,51,9.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.4584,0.4826,0.1472
test,Brown Blight,Brown Blight/brown_blight_00105.jpg,0,41.09,0.4832,0.4066,0.07177,0.23551,0.30448,0.2027,0.0008,47,19.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.4934,0.5112,0.644
test,Brown Blight,Brown Blight/brown_blight_00112.jpg,0,39.96,0.6168,0.3823,0.15065,0.4261,0.35178,0.0843,0.005,26,20.5,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.4154,0.5113,0.6362
test,Brown Blight,Brown Blight/brown_blight_00114.jpg,0,34.04,0.5365,0.2425,0.01658,0.44723,0.0369,0.1899,0.0048,15,12.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.405,0.4884,0.1853
test,Brown Blight,Brown Blight/brown_blight_00123.jpg,0,37.85,0.4866,0.2723,0.04042,0.31802,0.12684,0.1795,0.002,62,8.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.4518,0.4946,0.3268
test,Brown Blight,Brown Blight/brown_blight_00136.jpg,0,19.97,0.5758,0.1941,0.05604,0.19619,0.28251,0.218,0.011,30,11.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.4385,0.4679,0.3947
test,Brown Blight,Brown Blight/brown_blight_00143.jpg,0,38.6,0.5368,0.2807,0.03725,0.35104,0.10145,0.0819,0.0439,31,18.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.4274,0.5007,0.5918
test,Brown Blight,Brown Blight/brown_blight_00148.jpg,0,35.74,0.594,0.2411,0.03109,0.28524,0.10872,0.1365,0.0026,29,16.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.3808,0.4928,0.1092
test,Brown Blight,Brown Blight/brown_blight_00153.jpg,0,27.41,0.5391,0.2742,0.09847,0.40735,0.24028,0.2184,0.0061,40,10.5,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.5044,0.4748,0.058
test,Brown Blight,Brown Blight/brown_blight_00173.jpg,0,33.11,0.6287,0.2469,0.06114,0.19155,0.31651,0.1711,0.0085,40,21.5,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.4141,0.4884,0.3096
test,Brown Blight,Brown Blight/brown_blight_00184.jpg,0,30.45,0.3681,0.2665,0.08317,0.39349,0.21105,0.0752,0.0014,22,11.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.4619,0.4713,0.002
test,Brown Blight,Brown Blight/brown_blight_00187.jpg,0,32.81,0.5188,0.2878,0.08588,0.31846,0.26954,0.0724,0.0005,35,18.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.4518,0.4838,0.022
test,Brown Blight,Brown Blight/brown_blight_00190.jpg,0,35.38,0.6375,0.297,0.11292,0.36992,0.30494,0.1661,0.0011,70,17.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.4383,0.4981,0.1476
test,Brown Blight,Brown Blight/brown_blight_00194.jpg,0,30.99,0.6235,0.253,0.04494,0.29163,0.1539,0.1357,0.0013,35,13.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.4591,0.4859,0.0358
test,Brown Blight,Brown Blight/brown_blight_00204.jpg,0,34.7,0.559,0.3002,0.05409,0.22728,0.23685,0.2594,0.0048,41,11.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.4109,0.4899,0.2991
test,Brown Blight,Brown Blight/brown_blight_00205.jpg,0,32.54,0.5743,0.2272,0.05421,0.21572,0.25046,0.2243,0.0033,29,11.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.4017,0.483,0.0644
test,Brown Blight,Brown Blight/brown_blight_00206.jpg,0,39.88,0.4786,0.2817,0.02854,0.33229,0.08523,0.1837,0.0077,77,9.0,8,1,1,Brown Blight,Brown Blight,Tea algal leaf spot,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.4565,0.5012,0.529
test,Brown Blight,Brown Blight/brown_blight_00221.jpg,0,42.99,0.5672,0.2787,0.00654,0.26178,0.02413,0.2073,0.0335,22,7.5,8,8,8,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.4237,0.5133,0.8795
test,Brown Blight,Brown Blight/brown_blight_00222.jpg,0,42.32,0.4967,0.2784,0.00606,0.31334,0.01889,0.0822,0.023,16,9.5,8,6,6,Tea algal leaf spot,Brown Blight,Tea algal leaf spot,Tea algal leaf spot,Brown Blight,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.3776,0.5087,0.8736
test,Brown Blight,Brown Blight/brown_blight_00243.jpg,0,39.03,0.5622,0.2491,0.03538,0.26838,0.13077,0.1899,0.0079,44,11.5,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.408,0.4999,0.5367
test,Brown Blight,Brown Blight/brown_blight_00253.jpg,0,40.66,0.6036,0.2915,0.02906,0.09853,0.2943,0.4122,0.0021,8,29.5,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.4123,0.5077,0.3871
test,Brown Blight,Brown Blight/brown_blight_00256.jpg,0,37.2,0.5293,0.3303,0.03835,0.25321,0.14852,0.2183,0.0192,30,21.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.452,0.4989,0.4455
test,Brown Blight,Brown Blight/brown_blight_00269.jpg,0,36.35,0.4716,0.3351,0.02645,0.11701,0.20576,0.3519,0.0897,30,15.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.4195,0.4946,0.8052
test,Brown Blight,Brown Blight/brown_blight_00278.jpg,0,39.59,0.3567,0.2854,0.01933,0.23194,0.08335,0.1546,0.0,22,8.5,8,1,1,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Tea algal leaf spot,0.458,0.4962,0.2079
test,Brown Blight,Brown Blight/brown_blight_00293.jpg,0,35.28,0.5054,0.2434,0.01429,0.17917,0.07798,0.2692,0.0223,16,13.5,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.4787,0.4897,0.3854
test,Brown Blight,Brown Blight/brown_blight_00304.jpg,0,41.8,0.2822,0.4001,0.04951,0.28504,0.17361,0.1373,0.0004,21,8.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.5294,0.5086,0.173
test,Brown Blight,Brown Blight/brown_blight_00314.jpg,0,41.66,0.427,0.4301,0.09114,0.38379,0.2369,0.0595,0.0024,70,20.0,8,1,1,Brown Blight,Brown Blight,Brown Blight,Tea algal leaf spot,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.4749,0.5111,0.72
test,Brown Blight,Brown Blight/brown_blight_00319.jpg,0,40.56,0.6001,0.4168,0.09883,0.30556,0.32331,0.0468,0.0004,21,18.0,8,1,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Red spider,Brown Blight,0.4906,0.5141,0.8717
test,Brown Blight,Brown Blight/brown_blight_00327.jpg,0,38.91,0.492,0.4976,0.03304,0.43276,0.07557,0.0977,0.0103,50,16.5,8,5,5,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Brown Blight,Brown Blight,Brown Blight,Tea algal leaf spot,Tea algal leaf spot,0.4717,0.5106,0.9043
test,Brown Blight,Brown Blight/brown_blight_00335.jpg,0,31.95,0.461,0.5047,0.24201,0.54606,0.44286,0.0693,0.0007,23,22.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.5022,0.487,0.0138
test,Brown Blight,Brown Blight/brown_blight_00337.jpg,0,29.11,0.4666,0.4196,0.25731,0.57663,0.4462,0.062,0.0001,56,11.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.4552,0.4789,0.119
test,Brown Blight,Brown Blight/brown_blight_00339.jpg,0,39.25,0.5957,0.3888,0.05072,0.26134,0.1937,0.134,0.002,86,18.5,8,5,5,Brown Blight,Brown Blight,Brown Blight,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.4966,0.5074,0.8017
test,Brown Blight,Brown Blight/brown_blight_00343.jpg,0,40.09,0.4758,0.4886,0.06146,0.29528,0.20775,0.2049,0.0019,43,15.0,8,4,4,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Tea algal leaf spot,0.4649,0.5132,0.5906
test,Brown Blight,Brown Blight/brown_blight_00347.jpg,0,33.86,0.4984,0.4807,0.12331,0.42203,0.29184,0.0554,0.0011,27,13.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.508,0.4964,0.1008
test,Brown Blight,Brown Blight/brown_blight_00348.jpg,0,39.15,0.4676,0.4217,0.10732,0.36521,0.29337,0.0457,0.0017,65,12.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.5091,0.5049,0.0724
test,Brown Blight,Brown Blight/brown_blight_00354.jpg,0,31.01,0.3977,0.4657,0.07589,0.51887,0.14577,0.1211,0.0034,65,11.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.479,0.4881,0.1093
test,Brown Blight,Brown Blight/brown_blight_00361.jpg,0,39.01,0.4426,0.4501,0.02545,0.23312,0.10909,0.1284,0.0008,50,13.5,8,8,8,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5094,0.506,0.8465
test,Brown Blight,Brown Blight/brown_blight_00364.jpg,0,37.71,0.4816,0.3646,0.05672,0.36569,0.15483,0.1044,0.0018,54,13.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.5184,0.5003,0.2424
test,Brown Blight,Brown Blight/brown_blight_00366.jpg,0,38.61,0.4949,0.4763,0.06222,0.31882,0.19491,0.0983,0.0013,49,12.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.4626,0.5071,0.139
test,Brown Blight,Brown Blight/brown_blight_00374.jpg,0,38.62,0.5451,0.3994,0.01517,0.22706,0.06662,0.1537,0.0026,24,17.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.5179,0.5058,0.4656
test,Brown Blight,Brown Blight/brown_blight_00378.jpg,0,39.25,0.5031,0.4429,0.01561,0.26297,0.05767,0.2209,0.0281,14,33.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.501,0.5085,0.8259
test,Brown Blight,Brown Blight/brown_blight_00379.jpg,0,29.39,0.5061,0.4492,0.07681,0.41046,0.18597,0.205,0.0062,21,24.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.4804,0.4824,0.043
test,Brown Blight,Brown Blight/brown_blight_00399.jpg,0,35.43,0.6516,0.3984,0.06132,0.26399,0.23079,0.1937,0.0065,24,40.5,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.4827,0.5022,0.3582
test,Brown Blight,Brown Blight/brown_blight_00401.jpg,0,37.21,0.4649,0.3918,0.12853,0.46403,0.27625,0.167,0.0026,78,8.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.5007,0.4986,0.3136
test,Brown Blight,Brown Blight/brown_blight_00415.jpg,0,39.62,0.6636,0.4379,0.19838,0.28161,0.70283,0.0926,0.0023,12,10.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.5277,0.5149,0.5279
test,Brown Blight,Brown Blight/brown_blight_00424.jpg,0,31.32,0.4328,0.4235,0.08642,0.41048,0.21038,0.0542,0.0007,44,18.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.5012,0.4846,0.2288
test,Brown Blight,Brown Blight/brown_blight_00428.jpg,0,38.88,0.4033,0.4129,0.02655,0.32876,0.08056,0.2583,0.0023,60,8.5,8,5,5,Tea algal leaf spot,Brown Blight,Tea algal leaf spot,Brown Blight,Tea algal leaf spot,Brown Blight,Tea algal leaf spot,Tea algal leaf spot,0.5362,0.5027,0.7916
test,Brown Blight,Brown Blight/brown_blight_00434.jpg,0,29.81,0.5392,0.48,0.07902,0.33199,0.23766,0.0961,0.0015,9,11.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.5038,0.4847,0.1295
test,Brown Blight,Brown Blight/brown_blight_00440.jpg,0,33.86,0.5293,0.3872,0.10539,0.32697,0.32202,0.1918,0.0009,22,32.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.5506,0.4912,0.3009
test,Brown Blight,Brown Blight/brown_blight_00450.jpg,0,32.7,0.49,0.4,0.06071,0.49221,0.12301,0.1336,0.0026,72,15.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.4974,0.4914,0.2993
test,Brown Blight,Brown Blight/brown_blight_00464.jpg,0,32.86,0.553,0.3217,0.05467,0.38485,0.12916,0.1429,0.0908,25,51.0,8,4,4,Brown Blight,Brown Blight,Brown Blight,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Brown Blight,0.5401,0.4917,0.2497
test,Brown Blight,Brown Blight/brown_blight_00470.jpg,0,33.33,0.4436,0.4546,0.10051,0.50923,0.19721,0.0631,0.0008,24,24.5,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.4402,0.49,0.1519
test,Brown Blight,Brown Blight/brown_blight_00472.jpg,0,34.1,0.3528,0.4066,0.19952,0.69477,0.28703,0.0431,0.0005,24,21.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.4168,0.4846,0.275
test,Brown Blight,Brown Blight/brown_blight_00480.jpg,0,33.25,0.5934,0.3927,0.12044,0.37594,0.3202,0.0298,0.0005,19,17.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.4265,0.4927,0.079
test,Brown Blight,Brown Blight/brown_blight_00481.jpg,0,30.11,0.4558,0.4427,0.08753,0.42977,0.20247,0.1102,0.0059,33,44.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.4602,0.4818,0.345
test,Brown Blight,Brown Blight/brown_blight_00485.jpg,0,31.27,0.4683,0.3693,0.07075,0.2839,0.24521,0.1699,0.0161,11,56.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.5022,0.4825,0.3889
test,Brown Blight,Brown Blight/brown_blight_00490.jpg,0,32.81,0.4614,0.3724,0.03412,0.15412,0.20703,0.1817,0.0648,13,26.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.5058,0.4851,0.3138
test,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_16.jpg,1,22.03,0.4701,0.3237,0.04363,0.18545,0.23471,0.2467,0.0023,16,9.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5875,0.4728,0.6409
test,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_19.jpg,1,36.87,0.4485,0.3207,0.08843,0.3528,0.24811,0.1533,0.0101,63,14.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5795,0.497,0.685
test,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_1b.jpg,1,36.92,0.4432,0.3413,0.02312,0.22373,0.102,0.2767,0.0129,27,14.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5802,0.4979,0.9487
test,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_1f.jpg,1,40.66,0.5046,0.347,0.01666,0.81336,0.02034,0.0837,0.0072,48,7.5,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.4204,0.5083,0.7787
test,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_2.jpg,1,23.9,0.419,0.3544,0.20187,0.39692,0.50321,0.1389,0.0106,28,8.5,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.595,0.4745,0.3508
test,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_28.jpg,1,25.56,0.5189,0.4263,0.42686,0.46371,0.91933,0.0617,0.0013,4,80.5,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5986,0.482,0.9689
test,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_2c.jpg,1,40.28,0.3662,0.4285,0.00981,0.42251,0.02132,0.3537,0.0813,22,15.5,8,2,2,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Brown Blight,Brown Blight,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5701,0.5064,0.9543
test,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_3c.jpg,1,40.29,0.4098,0.4287,0.03251,0.52487,0.06189,0.2385,0.0006,48,9.5,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5495,0.5077,0.7809
test,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_40.jpg,1,23.6,0.4394,0.3723,0.17903,0.25947,0.68999,0.0897,0.0,18,26.5,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5883,0.4787,0.658
test,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_50.jpg,1,29.83,0.4838,0.373,0.06358,0.42777,0.14802,0.2492,0.0041,38,9.5,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5963,0.4856,0.5117
test,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_56.jpg,1,37.04,0.4011,0.4088,0.06168,0.40079,0.1537,0.1751,0.0013,33,22.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5694,0.4986,0.4148
test,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_57.jpg,1,33.0,0.4854,0.3256,0.04885,0.41833,0.11644,0.2122,0.0029,32,8.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5727,0.4905,0.6887
test,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_62.jpg,1,37.57,0.5099,0.3942,0.02934,0.40864,0.0713,0.1046,0.0068,27,6.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5734,0.5049,0.3412
test,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_63.jpg,1,32.62,0.4878,0.4037,0.12582,0.45599,0.27548,0.1779,0.0016,27,17.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5819,0.4954,0.9105
test,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_67.jpg,1,26.8,0.5118,0.3291,0.13574,0.19171,0.70641,0.1693,0.0023,6,30.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.607,0.4782,0.3502
test,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_68.jpg,1,24.24,0.4976,0.437,0.43511,0.45029,0.96508,0.0666,0.0012,2,10915.5,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.6233,0.4787,0.9799
test,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_6d.jpg,1,39.51,0.4624,0.3071,0.08173,0.31417,0.25996,0.1948,0.0007,41,9.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5992,0.502,0.6612
